row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,spamassassin_prediction,spamassassin_status_header,spamassassin_flag_header,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_error
45,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,45,spamassassin_000801_000900_chunk_input,"Atenção, phishing@pot! Bloqueio iminente: Dívida ativa detectada em seu documento. Evite restrições bancárias. | Notificação final: CPF com status suspenso por omissão de declaração.",1,phishing_pot,220,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
46,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,46,spamassassin_000801_000900_chunk_input,This week: Rhapsody rules,0,phishyai-hard-ham,8878,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
47,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,47,spamassassin_000801_000900_chunk_input,Concerns with Campaign Performance,0,tobiasbuek,683,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
48,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,48,spamassassin_000801_000900_chunk_input,Issue with Inconsistent Data Dashboard Updates,0,tobiasbuek,134,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
49,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,49,spamassassin_000801_000900_chunk_input,Features of Project Management SaaS,0,tobiasbuek,90,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
50,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,50,spamassassin_000801_000900_chunk_input,Mailbox Waring!!!,1,phishpuzzer,434,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
51,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,51,spamassassin_000801_000900_chunk_input,Get auto protection for a low month-to-month cost,1,phishing_pot,621,0,"No, score=3.4 required=5.0 tests=MISSING_DATE,MISSING_MID,	NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",,3.4,5.0,"MISSING_DATE,MISSING_MID,	NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS",
52,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,52,spamassassin_000801_000900_chunk_input,Password change required!,1,phishyai-phishing,688,1,"Yes, score=5.3 required=5.0 tests=DEAR_SOMETHING,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",YES,5.3,5.0,"DEAR_SOMETHING,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
53,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,53,spamassassin_000801_000900_chunk_input,Support for Zoho CRM Integration,0,tobiasbuek,648,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
54,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,54,spamassassin_000801_000900_chunk_input,Customer Support Ticket,0,tobiasbuek,406,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
55,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,55,spamassassin_000801_000900_chunk_input,urgent notification! (message id: IE2820605A),1,phishyai-phishing,49,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,TVD_SPACE_RATIO autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,TVD_SPACE_RATIO",
56,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,56,spamassassin_000801_000900_chunk_input,Concern Regarding Investment Data Analytics Tool,0,tobiasbuek,656,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
57,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,57,spamassassin_000801_000900_chunk_input,Meet your kind of singles near you,1,phishing_pot,3746,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
58,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,58,spamassassin_000801_000900_chunk_input,Action Required: Document to Sign for jose@monkey.org,1,nazario,3251,0,"No, score=3.4 required=5.0 tests=MISSING_DATE,MISSING_MID,	MXG_EMAIL_FRAG,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.4,5.0,"MISSING_DATE,MISSING_MID,	MXG_EMAIL_FRAG,NO_RECEIVED,NO_RELAYS",
59,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,59,spamassassin_000801_000900_chunk_input,RE:pending notification,1,nazario,307,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
60,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,60,spamassassin_000801_000900_chunk_input,Thank you for signing up with Uniqlo!,1,phishpuzzer,917,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,T_FILL_THIS_FORM_SHORT	autolearn=disabled version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,T_FILL_THIS_FORM_SHORT	autolearn=disabled",
61,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,61,spamassassin_000801_000900_chunk_input,Account suspension notice 12/09/2020 03:36:33 am,1,phishpuzzer,4852,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
62,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,62,spamassassin_000801_000900_chunk_input,GOOD DAY TO YOU,1,phishpuzzer,3237,1,"Yes, score=6.8 required=5.0 tests=ADVANCE_FEE_5_NEW_MONEY,	LOTS_OF_MONEY,MISSING_DATE,MISSING_MID,MONEY_FRAUD_8,NO_RECEIVED,	NO_RELAYS,SUBJ_ALL_CAPS,T_MONEY_PERCENT autolearn=disabled	version=4.0.2",YES,6.8,5.0,"ADVANCE_FEE_5_NEW_MONEY,	LOTS_OF_MONEY,MISSING_DATE,MISSING_MID,MONEY_FRAUD_8,NO_RECEIVED,	NO_RELAYS,SUBJ_ALL_CAPS,T_MONEY_PERCENT",
63,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,63,spamassassin_000801_000900_chunk_input,Concern About Data Security,0,tobiasbuek,348,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
64,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,64,spamassassin_000801_000900_chunk_input,Restore Access to Your Email Account,1,nazario,446,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
65,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,65,spamassassin_000801_000900_chunk_input,Newsletter Subscription,1,phishpuzzer,1186,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
66,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,66,spamassassin_000801_000900_chunk_input,"PO Approval Required: €7,397",0,uberjugaad,196,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
67,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,67,spamassassin_000801_000900_chunk_input,Approval needed: Volume discount,0,uberjugaad,178,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
68,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,68,spamassassin_000801_000900_chunk_input,"PO Approval Required: €55,695",0,uberjugaad,171,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
69,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,69,spamassassin_000801_000900_chunk_input,Proper Security Measures for Medical Data,0,tobiasbuek,368,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
70,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,70,spamassassin_000801_000900_chunk_input,https://accounts.google.com/v3/signin/identifier?Email=%40gmail.com&continue=https%3A%2F%2Fmyaccount.google.com%2Falert%2Fnt%2F1735894797000%3Frfn%3D325%26rfnc%3D1%26eid%3D6639490361457104523%26et%3D2&ifkv=ASKV5MgRDsgeq-2j8c8_xhgvAhR-3x71FEjwmqdSG2Gcpr1C-x2zXpsYXgscFpP_vuvemZd_-3bd&passive=1209600&sacu=1&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-736974735%3A1747308341245796,0,phishpuzzer,869,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
71,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,71,spamassassin_000801_000900_chunk_input,Re-Validate E-mail Password,1,phishpuzzer,119,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
72,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,72,spamassassin_000801_000900_chunk_input,"\_INFORME-BB_/:Caro Cliente, você possui (_PONTOS_LIVELO_) vinculados em seu cartão prestes a expirar.* - ID KAXP8UUCMT",1,phishing_pot,188,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
73,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,73,spamassassin_000801_000900_chunk_input,Problem with Data Synchronization Across Devices,0,tobiasbuek,125,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
74,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,74,spamassassin_000801_000900_chunk_input,"Fifth Third Bank: Account Secure Confirmation. [Fri, 24 Nov 2006 12:51:25 -0800]",1,phishyai-phishing,84,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
75,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,75,spamassassin_000801_000900_chunk_input,Customer Support Ticket,0,tobiasbuek,353,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
76,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,76,spamassassin_000801_000900_chunk_input,2nd attempt for phishing@pot,1,phishing_pot,8549,1,"Yes, score=6.3 required=5.0 tests=HOSTED_IMG_MULTI_PUB_01,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,6.3,5.0,"HOSTED_IMG_MULTI_PUB_01,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
77,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,77,spamassassin_000801_000900_chunk_input,Dr. Varani Patel,1,phishpuzzer,2594,0,"No, score=4.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU autolearn=disabled version=4.0.2",,4.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU",
78,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,78,spamassassin_000801_000900_chunk_input,Letzte Erinnerung: verl��ngern Sie Ihr McAfee-Abonnement noch heute!,1,phishing_pot,7196,1,"Yes, score=7.5 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,URI_HEX	autolearn=disabled version=4.0.2",YES,7.5,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,URI_HEX	autolearn=disabled",
79,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,79,spamassassin_000801_000900_chunk_input,Pipeline Update - February 18,0,uberjugaad,227,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
80,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,80,spamassassin_000801_000900_chunk_input,"Four free e-mailers reviewed, Get the gear you need to burn DVDs",0,phishyai-hard-ham,6589,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
81,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,81,spamassassin_000801_000900_chunk_input,Customer Support Ticket,0,tobiasbuek,591,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
82,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,82,spamassassin_000801_000900_chunk_input,Urgent Issue: IAM Role Assignment Failure Impacting Production,0,rtweera,632,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
83,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,83,spamassassin_000801_000900_chunk_input,YOU ARE INVITED,1,cmu-archived-phish,350,0,"No, score=4.8 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_DOTEDU autolearn=disabled	version=4.0.2",,4.8,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_DOTEDU",
84,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,84,spamassassin_000801_000900_chunk_input,Altijd Voorbereid? Ontvang Uw Gratis EHBO-Kit!,1,phishing_pot,6119,0,"No, score=3.4 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PLING_QUERY autolearn=disabled version=4.0.2",,3.4,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PLING_QUERY",
85,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,85,spamassassin_000801_000900_chunk_input,Request for Security Protocols to Secure Medical Data on iMac,0,tobiasbuek,363,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
86,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,86,spamassassin_000801_000900_chunk_input,NEW MESSAGE FROM CHASE VALIDATIONS [CHASE ACCOUNT] VALUED CHASE(SM...,1,millersmiles,517,0,"No, score=3.8 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS autolearn=disabled version=4.0.2",,3.8,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS",
87,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,87,spamassassin_000801_000900_chunk_input,Eligible for SCR Tokens? Start Your Claim Now!,1,phishing_pot,4019,0,"No, score=3.4 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PLING_QUERY autolearn=disabled version=4.0.2",,3.4,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PLING_QUERY",
88,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,88,spamassassin_000801_000900_chunk_input,WeTransfer File: Revised-002EM Invoice PO-091K43Z9 (Biogen),1,nazario,591,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
89,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,89,spamassassin_000801_000900_chunk_input,Re: Urgent Issue: IAM Role Permissions Not Applying Properly,0,rtweera,298,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
90,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,90,spamassassin_000801_000900_chunk_input,Support Request: Login Screen Issues Post-Passwort Update,0,tobiasbuek,514,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
