group_label,feature_a,feature_b,cell_slug,rank,word,log_ratio_score,weighted_group_count,weighted_background_count,group_doc_count,background_doc_count
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,7,cirrus,8.2340168469387,19.290377484979,0.0,9,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,8,webby,8.224129584210818,19.100489863356,0.0,6,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,9,dopamine,8.094334633721836,16.77427508624,0.0,5,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,10,shawl,8.076576551971515,16.478849417216,0.0,4,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,11,iranian,7.871634234003901,13.423371770284998,0.0,7,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,12,strategize,7.862581443937112,13.302311071079998,0.0,8,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,13,leis,7.862581443937112,13.302311071079998,0.0,8,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,14,salesguy,7.862581443937112,13.302311071079998,0.0,8,0
HW-P-FN,Social Proof,Scarcity,social_proof__scarcity,15,salesloft,7.862581443937112,13.302311071079998,0.0,8,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,1,mixpanel,7.644749900549477,9.37401829764,0.0,10,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,2,crawls,7.644749900549477,9.37401829764,0.0,10,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,3,crawler,7.644749900549477,9.37401829764,0.0,10,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,4,morocco,7.561868675415889,8.627617876752,0.0,6,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,5,puzzle,7.542721873134086,8.463808333896,0.0,6,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,6,greeted,7.456339406245457,7.762544334239999,0.0,8,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,7,webby,7.365421961290085,7.087056509544,0.0,6,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,8,sara,7.275359568417491,6.475816586352003,0.0,16,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,9,cirrus,7.144634699479209,5.6810391572559995,0.0,9,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,10,suzanne,7.130138008701547,5.5991330406160005,0.0,42,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,11,iranian,7.1277902433550135,5.585979559125002,0.0,7,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,12,nuyen,7.073600655497524,5.290805637988002,0.0,39,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,13,shawl,7.035821885468781,5.094283280384,0.0,4,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,14,todo,7.029791621813047,5.0635957264439995,0.0,13,0
HW-P-FN,Social Proof,Commitment,social_proof__commitment,15,todas,6.992210077703952,4.876460603159999,0.0,12,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,1,mixpanel,8.701064180976452,31.388496000000004,0.0,10,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,2,crawls,8.701064180976452,31.388496000000004,0.0,10,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,3,crawler,8.701064180976452,31.388496000000004,0.0,10,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,4,personalize,8.597923973158643,28.311459000000003,0.0,9,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,5,greeted,8.54103183824227,26.745168000000003,0.0,8,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,6,morocco,8.524600466469153,26.309136,0.0,6,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,7,vous,8.446270455971904,24.326232000000005,0.0,14,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,8,webby,8.404089064441928,23.321044999999998,0.0,6,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,9,votre,8.292188258792184,20.851056000000003,0.0,14,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,10,cirrus,8.21990725045921,19.396403,0.0,9,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,11,shawl,8.212423478607052,19.251712,0.0,4,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,12,dopamine,8.095611743480442,17.128159999999998,0.0,5,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,13,crochet,7.938549554951193,14.637144,0.0,8,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,14,gundry,7.89568951929796,14.02263,0.0,5,0
HW-P-FN,Scarcity,Scarcity,scarcity__scarcity,15,iranian,7.855912918351834,13.475414999999998,0.0,7,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,1,mixpanel,7.2621567000906175,5.285301482592001,0.0,10,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,2,crawls,7.2621567000906175,5.285301482592001,0.0,10,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,3,crawler,7.2621567000906175,5.285301482592001,0.0,10,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,4,sara,7.238621729896984,5.162131802608001,0.0,16,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,5,princesses,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,6,countertops,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,7,delarosa,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,8,vanellope,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,9,petersen,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,10,trad,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,11,earrings,7.103581759451927,4.5087932315,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,12,greeted,7.067365841574288,4.3480689424320005,0.0,8,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,13,iranian,7.060508962071529,4.318288406285,0.0,7,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,14,jackpot,6.885655542336464,3.6239447161119998,0.0,4,0
HW-P-FN,Scarcity,Commitment,scarcity__commitment,15,puzzles,6.885655542336464,3.6239447161119998,0.0,4,0
HW-P-FN,Commitment,Commitment,commitment__commitment,1,morocco,7.67089116880519,9.906372,0.0,6,0
HW-P-FN,Commitment,Commitment,commitment__commitment,2,mixpanel,7.620421117649903,9.418311999999998,0.0,10,0
HW-P-FN,Commitment,Commitment,commitment__commitment,3,crawls,7.620421117649903,9.418311999999998,0.0,10,0
HW-P-FN,Commitment,Commitment,commitment__commitment,4,crawler,7.620421117649903,9.418311999999998,0.0,10,0
HW-P-FN,Commitment,Commitment,commitment__commitment,5,webby,7.5358675073478825,8.653886999999997,0.0,6,0
HW-P-FN,Commitment,Commitment,commitment__commitment,6,puzzle,7.51514747602975,8.476218,0.0,6,0
HW-P-FN,Commitment,Commitment,commitment__commitment,7,greeted,7.4325637022060675,7.803551999999998,0.0,8,0
HW-P-FN,Commitment,Commitment,commitment__commitment,8,sara,7.274442483809711,6.660790999999997,0.0,16,0
HW-P-FN,Commitment,Commitment,commitment__commitment,9,shawl,7.162024154554665,5.951488,0.0,4,0
HW-P-FN,Commitment,Commitment,commitment__commitment,10,suzanne,7.132463377971879,5.777840999999998,0.0,42,0
HW-P-FN,Commitment,Commitment,commitment__commitment,11,cirrus,7.121090940005095,5.7123919999999995,0.0,9,0
HW-P-FN,Commitment,Commitment,commitment__commitment,12,todo,7.108752959312961,5.642222999999998,0.0,13,0
HW-P-FN,Commitment,Commitment,commitment__commitment,13,iranian,7.101485570894177,5.601295000000001,0.0,7,0
HW-P-FN,Commitment,Commitment,commitment__commitment,14,nuyen,7.076996767486994,5.465549999999997,0.0,39,0
HW-P-FN,Commitment,Commitment,commitment__commitment,15,todas,7.070263591692164,5.428805999999998,0.0,12,0
