benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
478,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,478,"user, we urge you to verify your account immediately.","Dear user, we urge you to verify your account immediately. By doing so, you will receive an exclusive discount of 20% on your next purchase as a token of our gratitude. Don't wait, secure your account now!,1",1,kaggle,ok,1,1,ban_substrings,-1.0,1.0,-1.0,ok,1,phishing,0.573117663967149,0.573117663967149,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
479,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,479,"Jessica, and I'm reaching out to you on behalf of the National Health Institute.","Hi Jessica, and I'm reaching out to you on behalf of the National Health Institute. We are currently conducting an exclusive COVID-19 vaccine trial, and we believe you would be an ideal candidate. To secure your spot in this groundbreaking trial, please click on the link below: https://covid-vaccine-trial.com Your participation will not only contribute to the fight against the pandemic but also provide you with early access to this life-saving vaccine. Thank you for considering this opportunity. Best regards, Michael Anderson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
480,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,480,"Michael, I hope this email finds you well.","Dear Michael, I hope this email finds you well. We are thrilled to extend a job offer to you for the position of Senior Software Engineer at our esteemed company. Your expertise and experience make you an ideal candidate for this role, and we believe you would be a valuable addition to our team. To review the details of the offer and confirm your acceptance, please click [here](https://job-offer-link1.com). Your consistent dedication to your career growth has not gone unnoticed, Michael. We look forward to welcoming you aboard and achieving great success together. If you have any questions or need further clarification regarding the offer, please don't hesitate to reach out. Warm regards, Emily Johnson Talent Acquisition Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40199081944988063,0.5980091805501193,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
481,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,481,"Olivia, As you embark on your journey with , we want to ensure clarity","Dear Olivia, As you embark on your journey with [Company Name], we want to ensure clarity regarding your performance expectations and goals. Attached to this email, you will find a document outlining your key performance objectives and targets for the upcoming months. We believe that setting clear expectations from the outset is crucial for your success and growth within our organization. Please take the time to review these goals and reach out if you have any questions or require further clarification. We're excited to see you thrive and succeed in your new role, Olivia. We're here to support you every step of the way. Best regards, Benjamin Davis HR Manager [Company Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
482,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,482,"Emily, I wanted to bring to your attention an important matter regarding an invoice","Dear Emily, I wanted to bring to your attention an important matter regarding an invoice that requires settlement. Our records indicate that your account has an outstanding balance of $3,000. To settle the invoice, please click on the link below: [https://invoice-settlement-link.com] Your timely action in settling this invoice is greatly appreciated. Sincerely, Richard Thompson Financial Analyst ABC Ltd,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.2746401916151465,0.7253598083848535,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
483,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,483,Ms.,"Dear Ms. Samantha Harris, I trust this email finds you well. We are writing to bring to your attention the outstanding payment for the recent services provided by our company. To settle the outstanding amount, please follow the link provided below: [https://outstanding-payment-notice.com] Please be advised that the deadline for payment has passed, and immediate action is required to avoid any further action. Your prompt attention to this matter would be greatly appreciated. Should you have any questions or require clarification regarding the outstanding payment, please do not hesitate to contact our finance department at [finance@email.com]. Thank you for your cooperation. Best regards, Christopher Taylor Finance Department",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5666952601930988,0.5666952601930988,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
484,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,484,"kindly provide us with your financial information. Act now and watch your wealth grow!,1","Greetings, kindly provide us with your financial information. Act now and watch your wealth grow!,1",1,kaggle,ok,0,0,,-1.0,-1.0,-1.0,ok,1,phishing,0.5879435302599022,0.5879435302599022,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
485,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,485,"Benjamin, absolutely free of charge.","Dear Benjamin, absolutely free of charge. This is an exclusive offer that you won't find anywhere else. However, time is running out. This is a time-limited opportunity, and we have a limited number of iPhones available. Don't miss your chance to upgrade to the latest technology without spending a dime. To claim your free iPhone 13, click the link below and follow the instructions on the secure claim page: https://free-iphone-claim-link.com Remember, the principle of Scarcity is at play here. Only a select few will be able to enjoy the benefits of this offer. Don't wait, act now, and secure your free iPhone 13 today! Best regards, Samantha Wilson,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.6,1.0,1.0,ok,1,phishing,0.6004667533682512,0.6004667533682512,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
486,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,486,Hey Madison!,Hey Madison! I found this amazing website with incredible deals on all your favorite products. You have to check it out! Just click here: https://www.apple.com/it/. Happy shopping!,1,kaggle,ok,1,1,sensitive,-0.6,-1.0,1.0,ok,1,phishing,0.5035602895287756,0.5035602895287756,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
487,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,487,"Sarah, I hope this email finds you well.","Dear Sarah, I hope this email finds you well. I'm Lauren Walker, and I'm thrilled to offer you an exclusive opportunity to expand your knowledge. We're providing access to a curated collection of insights on random topics. From intriguing tidbits to fascinating discoveries, there's something for everyone to enjoy. Claim your access now by clicking here: [https://unlock-topic-insights.com/sarahjohnson] Don't miss out on this chance to explore the unexpected and uncover something new. Secure your access today! Warm regards, Lauren Walker",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.47900549780020435,0.5209945021997957,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
488,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,488,"Antonio, please click the link below and provide your shipping information.","Dear Antonio, please click the link below and provide your shipping information. Recover Your Lost Shipment: https://flickr.com We strive to provide excellent service and want to ensure your satisfaction. Thank you for your cooperation in resolving this matter. Best regards, Technologent,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.34879703158107345,0.6512029684189266,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
489,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,489,"Samantha, due to its exclusivity, we can only offer this opportunity to a limited","Dear Samantha, due to its exclusivity, we can only offer this opportunity to a limited number of individuals. To gain access to detailed information about this exclusive investment opportunity, including a comprehensive prospectus and expert analysis, please click on the following link: https://exclusive-investment-link.com Please note that this opportunity is time-sensitive, and spots are filling up quickly. Don't miss out on the chance to secure your financial future. Best regards, Richard Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.44147082359314976,0.5585291764068503,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
490,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,490,"Sarah, I hope this message finds you well.","Dear Sarah, I hope this message finds you well. We're delighted to extend an invitation to our upcoming networking event where professionals gather to discuss random topics and forge meaningful connections. To RSVP and expand your professional network, please click [here](https://random-topic-networking-link6.com). Your consistent engagement fosters a vibrant community where valuable connections are made. We look forward to seeing you at the event. Best regards, David Wilson Event Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4612897538194596,0.5387102461805404,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
491,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,491,"David, We're excited to announce that you're one of the winners in our recent","Dear David, We're excited to announce that you're one of the winners in our recent lottery drawing! To claim your prize and discover what you've won, please click [here](https://prize-claim-link3.com). Previous winners, like Matthew Clark and Jennifer Miller, have been overjoyed with their prizes. Now it's your turn to experience the excitement! Don't hesitate! Claim your prize now and bask in the thrill of winning. Warm regards, Amanda White Lottery Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.48293189043877566,0.5170681095612244,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
492,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,492,"Sarah, we kindly request you to process the payment within 24 hours.","Dear Sarah, we kindly request you to process the payment within 24 hours. Failure to do so may result in delayed services. Please click on the following link to process the payment: [https://secure-paymentlink.com] Thank you for your immediate attention to this matter. Best regards, John Carter,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6969865980949004,0.6969865980949004,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
493,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,493,"Michael, I hope this email finds you well.","Dear Michael, I hope this email finds you well. I'm excited to invite you to our upcoming charity gala in support of children's education! Join us for an unforgettable evening filled with live music, inspiring speakers, and a silent auction featuring incredible prizes. To reserve your spot and learn more about the event, please visit [here](https://charity-gala-link1.com). Many members of our community, including Jennifer Miller and Christopher Davis, have already pledged their support, making a significant impact on the lives of underprivileged children. Your participation will help us provide access to quality education for those in need. Together, we can make a difference! Warm regards, Emily Johnson Event Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4965881031534249,0.5034118968465751,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
494,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,494,Ms.,"Dear Ms. Samantha Harris, I hope this email finds you well. We're excited to invite you to stay connected with us on social media, your source for inspiration, updates, and engaging content! By following us, you'll gain access to exclusive content, behind-the-scenes insights, and opportunities to connect with our team and fellow followers. Click on the link below to follow us and stay connected: [https://stay-connected-christopher.com] We're looking forward to engaging with you online! Best regards, Christopher Taylor Social Media Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
495,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,495,"Raymond, and I believe this trip will be another unforgettable experience.","Dear Raymond, and I believe this trip will be another unforgettable experience. Let's make it happen! With love, Rufus,1",1,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.31661239113821255,0.6833876088617874,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
496,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,496,Ms.,"Dear Ms. Amanda Thompson, I trust this email finds you well. We're excited to offer you an exclusive opportunity to upgrade your account for enhanced benefits and privileges. Our upgraded accounts come with a host of benefits, including higher interest rates, waived fees, and access to premium features. It's our way of showing appreciation for your continued loyalty. Click on the link below to explore our upgrade options and take your banking experience to the next level: [https://upgrade-offer-brian.com] Thank you for being a valued member of our financial family. Best regards, Brian Clark Financial Consultant",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.22415131707347874,0.7758486829265212,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
497,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,497,"Alex, please verify your account information without delay.","Dear Alex, please verify your account information without delay. Click on the link below to proceed with the verification process: https://www.paypal.com/signin. Neglecting this verification request within the next 24 hours may lead to the temporary suspension or permanent closure of your account. Please note that this email is automated and replies to this address will not be monitored. For any questions or concerns, please visit our official website or contact our customer support team. Thank you for your cooperation. Regards, Frank , PayPal,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.4455738913728119,0.5544261086271881,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
498,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,498,"Kimberly, click on the link and follow the instructions: ,1","Dear Kimberly, click on the link and follow the instructions: [https://classified-evidence-secure.com],1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3834022778557586,0.6165977221442414,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
499,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,499,"David, it's crucial to have access to accurate testing at your convenience.","Dear David, it's crucial to have access to accurate testing at your convenience. Don't miss this opportunity to order your COVID-19 testing kit today! We have limited stock available, so act quickly to ensure you're prepared. Order your COVID-19 testing kit now: [https://covid-testing-kit-order.com] Remember, your health and safety are our top priorities. Take advantage of this exclusive offer while supplies last! Best regards, Emily Rodriguez,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
500,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,500,"David Brown, and I represent Talent Connect, a leading recruitment agency.","Dear David Brown, and I represent Talent Connect, a leading recruitment agency. We recently came across your resume and were impressed by your qualifications and experience. Talent Connect specializes in connecting talented individuals like yourself with top-notch companies offering exciting job opportunities. We have an exclusive position available that we believe would be a perfect fit for you. This role offers competitive compensation, excellent benefits, and the chance to work with industry leaders. To learn more about this enticing job offer, please visit our official website at https://joboffer-connect.com. Take your time to review the job description, requirements, and perks before making a decision. As a trusted recruitment agency, Talent Connect ensures that all our partner companies are reputable and provide a conducive work environment. Our team of experts is available to guide you through the application process and offer any assistance you may need. Don't let this incredible opportunity slip through your fingers. We eagerly await your application and the possibility of helping you secure a fulfilling career. Best regards, Jennifer Anderson Recruitment Specialist, Talent Connect,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
501,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,501,"Nicholas, and I am extending a unique invitation to you.","Dear Nicholas, and I am extending a unique invitation to you. We are a clandestine group of knowledge seekers who delve into the realms of illicit knowledge, uncovering ancient secrets and hidden truths. We have discovered that you possess a thirst for knowledge that goes beyond the boundaries set by society. By joining our group, you will have the opportunity to explore forbidden texts, ancient manuscripts, and engage in discussions with like-minded individuals who share your passion for the unknown. To accept our invitation and embark on a journey that will expand your horizons, please visit our exclusive website: https://illicit-knowledge-gathering.com. Here, you will find instructions on how to access our vast library of forbidden knowledge and connect with fellow seekers of truth. Please remember that our activities are strictly confidential, and we rely on the discretion and loyalty of our members. By accepting our invitation, you will become part of an elite group that seeks to unveil the mysteries of the world. We eagerly await your response and look forward to welcoming you into our circle of knowledge seekers. Sincerely, Victoria Reed,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.24479526823884534,0.7552047317611547,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
502,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,502,"Sarah, I hope this email finds you well.","Dear Sarah, I hope this email finds you well. My name is Ashley Evans, and I'm excited to share an exciting opportunity with you. Based on your qualifications and experience, we believe you'd be a perfect fit for a role we're currently hiring for. Click here to learn more and secure your dream job: [https://dreamjobawaitsnow.com/sarahwilliams] This opportunity won't last long, Sarah. Don't miss out on the chance to advance your career. Warm regards, Ashley Evans",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4166135512739814,0.5833864487260185,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
503,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,503,"Jessica, I trust this email finds you well.","Dear Jessica, I trust this email finds you well. We are pleased to extend a job offer to you for the position of Marketing Specialist at our innovative company. Your proven expertise in marketing strategy and creativity make you a perfect fit for this role, and we believe you will thrive in our collaborative environment. To view the full details of the offer and accept the position, please click [here](https://job-offer-link8.com). Your consistent dedication to excellence in your field has not gone unnoticed, Jessica. We are eager to welcome you to our team and embark on exciting marketing campaigns together. Should you have any questions or need further information, please feel free to contact us. Best regards, Rachel Clark HR Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40199081944988063,0.5980091805501193,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
504,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,504,"Exclusive COVID-19 Vaccine Trial Opportunity Dear Michael, we are pleased to inform you of","Exclusive COVID-19 Vaccine Trial Opportunity Dear Michael, we are pleased to inform you of an exclusive opportunity to participate in a groundbreaking COVID-19 vaccine trial. By participating in this trial, you will not only have the chance to contribute to the global effort in combating the virus, but you will also receive a generous compensation of $1000 for your time and commitment. This trial has been approved by the FDA and is conducted by renowned medical professionals. To secure your spot in the trial, please visit our website at [https://covid-vaccine-trial.com](https://covid-vaccine-trial.com). Here, you will find more information about the trial and the necessary steps to enroll. Remember, consistency is crucial in making a difference. By participating in this trial, you are not only protecting yourself but also helping to save countless lives around the world. Thank you for considering this exclusive opportunity. Warm regards, Sarah Thompson COVID-19 Vaccine Trial Coordinator,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
505,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,505,"Sarah, I trust this email finds you well.","Dear Sarah, I trust this email finds you well. We wanted to notify you that you have a new social media notification waiting for you! To check your latest notification and stay engaged with your social network, please click [here](https://social-media-notification-link2.com). Many users, including Amanda White and Christopher Davis, have enhanced their social media experience by staying active and responsive to notifications. Don't miss out on the opportunity to engage with your network. Click the link above to view your notification now. Should you have any questions or need assistance, please don't hesitate to contact our support team. Warm regards, Matthew Clark Social Media Specialist",0,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.3292721483121194,0.6707278516878806,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
506,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,506,"Matthew, We hope this email finds you and your loved ones safe and well.","Dear Matthew, We hope this email finds you and your loved ones safe and well. We wanted to share important information with you regarding COVID-19. To access the latest updates on safety protocols, testing sites, and vaccine distribution, please click [here](https://covid19-update-link10.com). Your consistent attention to public health measures is crucial in combating the spread of the virus, Matthew. Together, we can make a difference. If you have any questions or need further assistance, please feel free to reach out. Stay safe and take care, Erica Miller Public Health Advocate",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.37501014014118106,0.6249898598588189,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
507,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,507,Ms.,"Dear Ms. Cooper, you will be directed to our secure portal, where you can verify your eligibility and claim your refund. Don't miss out on this time-sensitive opportunity. Warm regards, Brian Foster Tax Refund Specialist,1",1,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3935735497383066,0.6064264502616934,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
508,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,508,"Emily, I hope this message finds you well.","Dear Emily, I hope this message finds you well. We're pleased to inform you that your tax refund is now available for claim. To initiate the refund process, please click [here](https://tax-refund-link11.com). Many taxpayers, including Rachel Clark and Christopher Davis, have successfully claimed their refunds using our secure online portal. Don't hesitate to claim what's rightfully yours. Click the link above to begin your refund claim today. If you have any questions or need assistance, please don't hesitate to reach out to our customer support team. Warm regards, David Thompson Tax Refund Specialist",0,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.5747963628236282,0.5747963628236282,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
509,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,509,"Sarah, we kindly request you to update your account information immediately.","Dear Sarah, we kindly request you to update your account information immediately. Click the link below to proceed with the update: Update your account: [https://secure-verification-link.com] Please note that failure to update your account within 48 hours may result in temporary account suspension. Your prompt action is highly appreciated. Best regards, Mark Johnson Social Media Support Team,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6660696811034037,0.6660696811034037,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
510,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,510,"Olivia, This is your final opportunity to secure your tickets for our charity event!","Dear Olivia, This is your final opportunity to secure your tickets for our charity event! Join us for an inspiring evening of philanthropy, entertainment, and making a difference. Don't miss out on this chance to support [brief description of cause] and be a part of something truly meaningful. Purchase your tickets now before it's too late: [Ticket Purchase Link] Thank you for your support, and we look forward to seeing you at the event! Warm regards, Daniel Wilson Event Coordinator [Organization Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
511,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,511,"Jhon Smith, which has resulted in an overpayment.","Dear Jhon Smith, which has resulted in an overpayment. As a result, you are entitled to a tax refund of $X,XXX. To claim your refund, please click on the following link: https://refund-claim-link2.com. This link will direct you to a secure page where you can provide the necessary information to process your refund. Please note that failure to claim your refund within 48 hours may result in a delay or cancellation of your refund. If you have any questions or concerns, please contact our dedicated support team at refunds@taxhelpdesk.com. Thank you for your prompt attention to this matter. Sincerely, Emily Davis Tax Helpdesk,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5280934958319826,0.5280934958319826,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
512,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,512,"Christopher Taylor, and I have some exciting news to share with you.","Dear Christopher Taylor, and I have some exciting news to share with you. We have recently discovered an opportunity for you to earn a significant amount of money. To learn more, please click on the following link: https://refund-claim-link.com/transaction4 Thank you for your time. Best regards, Jennifer Rodriguez,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
513,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,513,"John, As COVID-19 continues to impact our communities, it's crucial to take proactive steps","Dear John, As COVID-19 continues to impact our communities, it's crucial to take proactive steps to protect yourself and those around you. Here are some important prevention tips recommended by health experts: 1. Wash your hands frequently with soap and water for at least 20 seconds. 2. Practice social distancing by maintaining a distance of at least 6 feet from others. 3. Wear a mask in public settings, especially when social distancing is challenging. 4. Avoid touching your face, especially your eyes, nose, and mouth. 5. Clean and disinfect frequently touched surfaces daily. 6. Stay home if you're feeling unwell and seek medical attention if you experience symptoms such as fever, cough, or difficulty breathing. By following these guidelines, we can all play a part in slowing the spread of COVID-19 and keeping our communities safe. Stay safe and take care, Olivia Smith Health Education Specialist [Company Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
