row_number,source_id,prompt_index,prompt,label
194,HW-P__row194,1,"Compose an order confirmation email for a software renewal, detailing the plan, transaction date, and providing contact information for customer service inquiries.",1
303,HW-P__row303,1,"Create an HTML email confirming the dispatch of a 36-piece Tupperware set, including necessary style and layout information suitable for screen readers.",1
335,HW-P__row335,1,"Craft an email notifying recipients about the availability of their BMX token allocation, outlining the steps to claim and potential uses for the tokens.",1
413,HW-P__row413,1,"Create a warning message in Spanish for online banking users in Spain, advising them about a temporary service suspension due to a cyber attack on major banks and suggesting security measures.",1
149,HW-B__row149,1,"Write an obituary for a notable figure in the field of science fiction, highlighting their contributions and impact on the genre.",0
166,HW-B__row166,1,"Write an email discussing the issues of false positives in spam detection, including examples of how legitimate newsletters might be incorrectly identified as spam. Mention any steps being taken to improve the accuracy of the detection system.",0
234,HW-P__row234,1,"Draft a technical discussion on the challenges of addressing botnet traffic in network management, including strategies for filtering and monitoring.",1
264,HW-P__row264,1,"Draft a warning email from a financial service to its customers, alerting them about potential fraudulent activity on their accounts and detailing the steps they should take to verify their information securely.",1
312,HW-B__row312,1,"Develop a discussion about the impact of economic policies on historical societies, using examples of how changes in currency systems influenced prosperity.",0
183,HW-B__row183,1,"Compose a message requesting approval for a purchase order with specified vendor details, amount, and urgency due to production issues.",0
297,HW-B__row297,1,"Describe a comprehensive security strategy for safeguarding sensitive data on a QNAP TS-453D NAS, focusing on medical data protection measures.",0
306,HW-B__row306,1,Discuss potential vulnerabilities in email filtering systems with respect to MIME sections and propose improvements.,0
362,HW-P__row362,1,Draft a formal notification letter addressing an individual about a pending fiscal irregularity requiring immediate attention.,1
484,HW-P__row484,1,"Write a formal email notification about a cleared shipment order, including details of a membership renewal charge and contact information.",1
84,HW-B__row84,1,"Generate a daily update for a sales team, outlining the current pipeline status, including ongoing opportunities, total value, and key activities for the day.",0
129,HW-B__row129,1,"Summarize a daily business pipeline update, including the number of ongoing opportunities, total value, and key activities scheduled for the day.",0
238,HW-P__row238,1,"Create a formal message to a customer detailing the steps needed to complete customs processing for a package, emphasizing the importance of accurate information for timely delivery.",1
340,HW-B__row340,1,"Write a reflective piece discussing the challenges and assumptions involved in land ownership and title acquisition in developing countries, illustrating the impact on both urban and rural populations.",0
459,HW-B__row459,1,"Compose a formal complaint regarding billing discrepancies due to unused licenses, detailing the steps taken to resolve the issue and requesting further assistance.",0
15,HW-P__row15,1,"Generate a security alert email from a bank requesting customers to validate their accounts, ensuring the date and time is noted.",1
203,HW-P__row203,1,"Create a promotional email regarding a Bitcoin payout, including an urgent action requirement due to an account expiration timeline.",1
241,HW-P__row241,1,Draft an urgent email from a bank highlighting a security issue and urging customers to take immediate action.,1
274,HW-P__row274,1,"Compose a customer service alert from a bank to its commercial clients, emphasizing the importance of reading the message.",1
429,HW-P__row429,1,"Write a promotional email about a special offer for life insurance during an awareness month, highlighting a low daily cost.",1
34,HW-B__row34,1,"Craft an email discussing the packaging strategies for a software project, referencing techniques from well-known developers.",0
86,HW-P__row86,1,"Compose an email notification for a bank customer regarding upcoming security maintenance, including the date and time of maintenance activities.",1
174,HW-P__row174,1,Generate an email inviting a customer to participate in a survey for a chance to win a mystery box from a fashion retailer.,1
291,HW-P__row291,1,"Write a welcome email for a new account created with a logistics company, including instructions for accessing the account.",1
487,HW-P__row487,1,"Generate a security alert email for an online payment service user, addressing a temporary account block due to server upgrades.",1
185,HW-B__row185,1,"Compose an email to a customer support team to inquire about billing details, payment options, deadlines, and potential discounts.",0
251,HW-P__row251,1,"Generate a customer support email that references a specific case number, asking the recipient to review and respond to the inquiry.",1
320,HW-P__row320,1,Create an email subject line and message body indicating a significant security concern that requires immediate attention.,1
331,HW-P__row331,1,Draft a notification email for a bank's customers to alert them about an important update. Include a unique message ID for reference.,1
456,HW-P__row456,1,"Write an email instructing recipients to update their account information, stressing the importance of accuracy in their details.",1
263,HW-B__row263,1,Draft a response asking for clarification about the application or endpoint for addressing API rate limit inquiries.,0
281,HW-P__row281,1,Craft a formal notice informing a recipient about the retraction of a previously submitted bid.,1
348,HW-B__row348,1,Compose a brief email informing a customer that their invoice is being resent due to non-receipt.,0
403,HW-B__row403,1,Construct a detailed email urging immediate contact with a customer who is overdue on their payment and threatening to switch suppliers.,0
457,HW-P__row457,1,Draft a compelling presentation script that educates viewers about a common ingredient linked to harmful fungal growth and offers a natural remedy.,1
49,HW-B__row49,1,"Write a brief summary for a team meeting outlining the status of current sales opportunities, the total value in the sales pipeline, and the key tasks to be focused on for the day.",0
59,HW-B__row59,1,"Draft a notification addressing a potential security breach in a healthcare data system, detailing the current status and the immediate steps taken to mitigate risks.",0
130,HW-B__row130,1,"Write a brief email about a customer issue involving special terms needed for a large volume order, highlighting its severity and seeking advice on whether escalation is necessary.",0
182,HW-P__row182,1,Create a notification message informing a user that their online banking account has been temporarily suspended due to security reasons.,1
425,HW-P__row425,1,"Generate an email reminder for a PayPal account holder to update their account information to avoid suspension, explaining the importance of this update for account security.",1
12,HW-P__row12,1,"Create a notification email to customers informing them of a recent data security breach, detailing the compromised information and recommending precautionary steps.",1
36,HW-B__row36,1,"Draft a concise internal request for special pricing approval on a large client contract, specifying the discount and reasoning.",0
201,HW-P__row201,1,"Compose a promotional email highlighting a new weight loss medication with details about its benefits, offers, and how to start the treatment.",1
345,HW-B__row345,1,"Write an email discussing troubleshooting methods for integrating an anti-spam tool with a well-known mail transfer agent, including steps to verify compatibility.",0
427,HW-P__row427,1,"Develop a brief notification regarding a banking account with minimal details, prompting further action or contact.",1
33,HW-P__row33,1,Draft a message for an online marketplace user who is trying to contact a seller about payment details that could not be accessed.,1
81,HW-B__row81,1,"Compose a short internal memo requesting approval for a purchase order, including vendor details and the amount needed.",0
279,HW-P__row279,1,"Compose an enticing promotional email for an online casino offering a welcome bonus, including a special offer and action call.",1
406,HW-P__row406,1,"Create a notification email informing a recipient that a package is awaiting confirmation for delivery, including tracking information and delivery status updates.",1
446,HW-P__row446,1,"Construct a brief alert message intended to notify a user of an important update dated February 16, 2007.",1
80,HW-P__row80,1,"Compose an urgent message requesting immediate action for security validation, emphasizing the importance of a timely response.",1
224,HW-B__row224,1,"Prepare a response to a customer experiencing scalability and latency problems with cloud services, requesting specific details to help diagnose the issue.",0
273,HW-B__row273,1,Write a professional response to a customer who has suggested a potential integration between a language platform and an identity management service. Acknowledge their input and explain how the company plans to consider it for future updates.,0
374,HW-P__row374,1,"Create a brief message inquiring about the ownership of an online listing, expressing interest in purchasing the item if it belongs to the recipient.",1
402,HW-P__row402,1,"Draft an email to online banking customers, emphasizing the importance of updating their profile for security reasons, and warning against unauthorized access.",1
39,HW-B__row39,1,"Draft an urgent reminder to a customer regarding an overdue invoice, including the details of the invoice and the consequences of non-payment.",0
43,HW-P__row43,1,"Write a response to an eBay member's inquiry, addressing their concerns about a transaction and explaining the next steps.",1
50,HW-B__row50,1,Suggest a comprehensive plan for implementing a robust firewall to enhance data protection.,0
77,HW-B__row77,1,"Compose a morning pipeline update, detailing the current opportunities, total value, and key activities scheduled for the day.",0
212,HW-B__row212,1,"Create a detailed sales pipeline update for the morning, listing current opportunities, their total value, and important activities for the day.",0
134,HW-B__row134,1,"Compose an urgent alert email to a tech support team regarding a sudden increase in API errors and latency affecting customer service, requesting immediate action.",0
141,HW-P__row141,1,"Draft a notification email to a user about temporary account limitations due to security concerns, explaining the steps required to restore access.",1
360,HW-B__row360,1,"Write a request for a detailed report on protecting patient medical records within healthcare IT systems, focusing on privacy and security measures.",0
387,HW-B__row387,1,"Write an email discussion about the technical comparisons between IDE and SCSI storage solutions, focusing on performance and suitability for production environments.",0
387,HW-P__row387,1,"Compose an invitation reminder email for a special event or team meeting, highlighting the benefits of attending.",1
126,HW-B__row126,1,"Draft an inquiry email to a customer support team requesting detailed information about their digital brand growth services, including specifics on strategies, pricing, and past successes.",0
142,HW-P__row142,1,"Craft an email to customers announcing a major firmware update for a hardware product, highlighting key features and benefits of the update, and providing instructions for installation.",1
315,HW-B__row315,1,"Compose a support request email detailing an application crash issue, including any troubleshooting steps already attempted and potential software conflicts.",0
434,HW-B__row434,1,"Create a concise internal email requesting authorization for a client deal, including the client's name, the total value of the deal, the requested discount, and the reason for the discount.",0
458,HW-P__row458,1,"Draft a notification email from an online marketplace confirming that a message has been received from another user regarding a specific transaction. Include any relevant item details, important dates, and links to user agreements or dispute resolutions.",1
210,HW-B__row210,1,Write a brief email confirming the resolution of a technical support issue related to role assignments in a service.,0
322,HW-P__row322,1,"Compose an email notifying a customer about a failed delivery attempt, including details on how they can reschedule the delivery.",1
328,HW-P__row328,1,"Create an email notification about a delayed transaction from a digital wallet, emphasizing the importance of monitoring account activities and providing a direct link for the user to log in and check their wallet status. Include a security reminder about safeguarding sensitive information.",1
375,HW-B__row375,1,"Provide a brief morning update for a sales team, including the number of opportunities in progress, the total pipeline value, and the number of deals expected to close this week. List key activities for the day, such as customer meetings, proposals to be sent, and follow-ups needed.",0
459,HW-P__row459,1,Write an email to notify a customer about the need to update their account billing information to avoid restricted access.,1
128,HW-P__row128,1,Write a notice informing users about an essential software update for digital security appliances that must be completed by a certain deadline to ensure continued functionality and security compliance.,1
134,HW-P__row134,1,"Draft a customer notification about a recent change to their account information, including steps to verify the change and contact information for further assistance.",1
319,HW-B__row319,1,Compose a request for technical support to address discrepancies in data analytics caused by outdated software integrations.,0
399,HW-P__row399,1,"Create a heartfelt letter from an individual offering to donate a significant sum for charitable purposes, explaining their motivation and how the recipient can assist in fulfilling this wish.",1
417,HW-B__row417,1,Compose a response from a customer support team acknowledging a user's issue with access permissions and requesting more information to expedite resolution.,0
97,HW-B__row97,1,"Write a humorous article about spending time at a mundane office, comparing it to fictional portrayals in popular media.",0
260,HW-P__row260,1,"Draft a transactional email confirming an order and outlining the payment process, including a deadline for reservation and a support contact.",1
315,HW-P__row315,1,"Create an email promoting a new range of innovative products, inviting the recipient to view the offerings online.",1
417,HW-P__row417,1,"Compose an email from a casino advertising new gaming offers and bonuses, urging the recipient to confirm receipt and take action.",1
495,HW-B__row495,1,"Write an email exchange where one person shares a job opportunity in a tech company, while another person humorously speculates about why the opportunity might be turned down.",0
146,HW-B__row146,1,"Write a response to a team regarding an urgent issue with the production environment being down, listing affected instances and error messages.",0
164,HW-P__row164,1,"Write an email informing users about a recent security incident involving unauthorized access to a company's database, urging them to verify their account information through a secure portal.",1
288,HW-P__row288,1,"Create a dating service promotional email introducing Ukrainian women, highlighting their beauty and inviting recipients to view profiles and connect.",1
306,HW-P__row306,1,"Compose an email reminding users to update their electronic devices to ensure continued security and optimal performance, specifying a deadline for the update.",1
411,HW-P__row411,1,"Draft a friendly email in Portuguese informing a customer of their eligibility for an exclusive financial product, including a protocol number and a personalized greeting.",1
70,HW-P__row70,1,"Write a notice to an individual alerting them to a compromised document and potential bank restrictions, including a protocol number for reference.",1
137,HW-B__row137,1,"Compose an email describing a curious atmospheric phenomenon witnessed with the moon, and ask for explanations or similar experiences from the recipients. Include any theories or related scientific phenomena you are aware of.",0
180,HW-B__row180,1,"Generate a discussion email about the potential renaming of a spam filter header to avoid confusion with another well-known tool, and consider operational implications.",0
335,HW-B__row335,1,"Create an article discussing the potential for criminal lawsuits against individuals involved in unauthorized file sharing, highlighting the legal background and industry perspectives.",0
355,HW-P__row355,1,"Create an email notification addressed to a customer regarding an issue with their bank account, outlining steps for resolution and offering contact options for support.",1
181,HW-B__row181,1,"Compose an email inquiring about the status of improving API documentation for a service, emphasizing the need for detailed examples in specific areas.",0
221,HW-B__row221,1,Discuss various digital strategies that could be employed to facilitate the growth of a brand's product line.,0
239,HW-P__row239,1,"Create a warning message to customers of a bank, requesting them to update their account information to prevent security issues.",1
267,HW-P__row267,1,"Write a detailed email providing information about a product shipment, including any relevant shipping and delivery details.",1
437,HW-B__row437,1,"Draft an email confirming the success of a deployment after resolving a critical issue, and express gratitude for the quick fix.",0
56,HW-P__row56,1,Draft a notification email providing login details and instructions for setting up a password on a secure website.,1
92,HW-P__row92,1,"Compose a notification email informing a customer about a pending package delivery due to an incorrect address, and provide a way for them to submit a change request.",1
159,HW-B__row159,1,"Generate an email to a user offering support for issues with programming documentation, requesting details on their error handling approach.",0
337,HW-B__row337,1,"Create a professional response to a client's inquiry about API development, asking for details on their expected usage and existing infrastructure.",0
364,HW-B__row364,1,Compose a support email asking a user to provide a code sample and version details to help resolve an issue with asynchronous functions.,0
126,HW-P__row126,1,"Write a customer inquiry email regarding the payment and trade options for a listed item on an online marketplace, emphasizing urgency and requesting a prompt response.",1
382,HW-P__row382,1,"Write a notification email urging customers to verify their online banking information, outlining the steps to confirm their records.",1
408,HW-P__row408,1,"Create an informational email template for sharing confidential documents, emphasizing security disclaimers and confidentiality clauses.",1
445,HW-B__row445,1,"Draft a report discussing the challenges of handling multipart email messages with a Python-based filter, including a description of a bug and a proposed patch.",0
493,HW-P__row493,1,"Create a promotional email detailing the availability of a holiday dinner package from a wholesale retailer, including a confirmation link and visual elements.",1
205,HW-B__row205,1,Develop a question to a support team about the compatibility of integrating Mercury with other RESTful APIs in a project.,0
304,HW-B__row304,1,Write a request for information on how digital strategies can enhance brand visibility using artificial intelligence tools.,0
402,HW-B__row402,1,Compose a conversation discussing the ethical considerations of using private emails in building a spam filter test set.,0
432,HW-P__row432,1,"Draft a notice informing a recipient that their order has been taxed and held by customs, including a protocol number.",1
447,HW-B__row447,1,Craft a request for expert advice on implementing robust data security measures for medical records in hospitals.,0
39,HW-P__row39,1,"Create an email with a reminder for customers about receiving important notices from a financial institution, ensuring they pay attention to such communications.",1
214,HW-P__row214,1,"Write an email to notify someone about a new end-of-year financial statement available in their online account, including instructions for viewing the message but noting not to reply.",1
296,HW-P__row296,1,"Write an email to bank customers that urges them to complete an online form to enhance security measures for their accounts, ensuring them it is part of an upgrade process.",1
380,HW-B__row380,1,"Create a brief internal memo to alert team members about a client complaint regarding canceled orders, advising them to assess the situation and decide if further action is necessary.",0
420,HW-B__row420,1,"Draft a response from a tech support team to an inquiry about debugging issues in an IDE, requesting specific information from the user to aid in diagnosing the problem.",0
25,HW-P__row25,1,"Write a reminder email to a customer about an unpaid bill, highlighting the urgency to update payment information to avoid service disruption, and include a direct link for payment action.",1
127,HW-P__row127,1,"Generate a service message from a bank alerting a customer about an important account-related update, ensuring clarity and the inclusion of relevant contact information.",1
341,HW-B__row341,1,"Compose a report for a technical team about irregular data outcomes from a financial tool, suggesting potential software update issues and previous troubleshooting steps taken.",0
362,HW-B__row362,1,"Compose an urgent email reminding a customer about an overdue invoice, including details such as the invoice number, amount due, and days overdue, and explain the significance of resolving the issue promptly.",0
400,HW-B__row400,1,"Present a critical perspective on historical changes in human societies since European colonization, focusing on life expectancy and societal impacts on native populations and descendants of slaves.",0
103,HW-P__row103,1,Create an important notification for Regions Bank customers that might be related to their account or services.,1
117,HW-P__row117,1,Compose a notice to a customer about an issue with their subscription payment method that requires immediate attention.,1
437,HW-P__row437,1,"Formulate a message from an online marketplace to a seller about a buyer's inquiry regarding an item, with emphasis on responding promptly.",1
452,HW-B__row452,1,"Prepare a formal request for approval of a purchase order detailing vendor information, amount, and urgency.",0
478,HW-B__row478,1,"Draft a message to IT support detailing an issue with accessing billing data in a hospital system, including potential causes and steps already taken.",0
49,HW-P__row49,1,"Write an alert notification email for a customer of Fifth Third Bank, ensuring clarity and urgency in the message.",1
122,HW-P__row122,1,Write a notification email to inform a user that their tax identification number is listed as pending with the federal tax authority. Include a code for reference and mention the option for an additional message if the main content cannot be displayed.,1
173,HW-P__row173,1,"Create an email prompting a user to restore their account access, including a specific routing code for verification.",1
319,HW-P__row319,1,"Write a reminder email urging a customer to verify their Ledger device, highlighting the deadline for this action to avoid suspension.",1
386,HW-P__row386,1,Create a corporate customer service email from Regions Bank notifying a client about a new service message. Include a unique message ID for reference.,1
45,HW-P__row45,1,"Draft an urgent email to a user regarding an update to their social security records, including instructions on how to verify their details and the consequences of failing to do so.",1
147,HW-P__row147,1,"Compose an advisory message from a financial service provider, explaining temporary restrictions on account access due to a security review and outlining steps to restore access.",1
265,HW-P__row265,1,Write a customer notification for a bank account holder about an important message or update regarding their account. Keep the tone formal and respectful.,1
326,HW-P__row326,1,Draft a message informing an e-commerce platform user about an issue with their billing information and the steps they should take to resolve it. Include a sense of urgency and potential consequences of inaction.,1
382,HW-B__row382,1,"Generate a morning update for a sales team, summarizing the current status of sales opportunities, their total value, and the planned activities for the day.",0
6,HW-B__row6,1,"Write an email to the support team detailing a technical issue affecting specific users and API endpoints, including the start time of the issue and confirming no recent changes have been made to the system.",0
32,HW-B__row32,1,Write an email to a technical support team requesting guidance on where to find documentation for implementing asynchronous API calls in a specific programming language.,0
88,HW-P__row88,1,"Draft an email requesting a recipient to verify their secure details for a financial service, ensuring the tone is formal and the subject line includes the name of the financial institution.",1
378,HW-P__row378,1,"Create a promotional email inviting recipients to apply for personal loans ranging from small to large amounts, emphasizing quick approval and ease of application.",1
486,HW-B__row486,1,"Craft a follow-up email confirming the deployment of a fix for an integration issue with a project API, asking the recipient to verify resolution on their end.",0
228,HW-P__row228,1,Draft an email to inform a customer that their account has been temporarily deactivated and requires immediate action to prevent permanent closure.,1
347,HW-P__row347,1,Create an urgent notification for a client regarding the potential suspension of their CPF due to outstanding tax obligations.,1
353,HW-B__row353,1,Draft a brief email to a customer explaining that their invoice was not originally received and is being resent.,0
405,HW-P__row405,1,Write a notification email from a bank to a customer regarding an important update.,1
489,HW-B__row489,1,Compose a detailed message to a support team describing ongoing performance issues and seeking assistance to enhance user experience during peak times.,0
102,HW-B__row102,1,"Create a brief message urging immediate contact with a customer due to an overdue invoice, emphasizing the urgency and potential consequences of non-payment.",0
166,HW-P__row166,1,"Compose a message to inform customers about necessary account verification due to technical updates, stressing the importance of prompt action and privacy protection.",1
337,HW-P__row337,1,"Write an engaging message inviting recipients to discover potential savings by using a specific municipality checking tool, highlighting trust and simplicity.",1
418,HW-B__row418,1,"Develop a concise message describing a website's ongoing outage despite server restart and traffic optimization, requesting further assistance for resolution.",0
474,HW-P__row474,1,"Compose a response to a customer inquiry about an eBay item, addressing their concerns over a missing tracking number and urging a prompt reply to prevent escalation.",1
109,HW-P__row109,1,Create an email advertising a revolutionary pillow designed to enhance sleep quality by addressing common sleep issues like neck pain and restless nights.,1
157,HW-P__row157,1,Write a notification email alerting customers of a mandatory information update to ensure seamless service with their bank's new security measures.,1
358,HW-B__row358,1,"Prepare a concise business update email detailing the current status of sales opportunities, including the total value in the pipeline and activities planned for the day.",0
449,HW-P__row449,1,"Draft a promotional email for a new streaming device that transforms any TV into a 4K entertainment center, highlighting unlimited streaming options without subscription fees.",1
460,HW-P__row460,1,"Compose a high-priority email to financial service members, urging them to review important updates or actions required on their accounts.",1
89,HW-B__row89,1,"Compose a response to a client experiencing issues with cloud services, requesting specific details to further investigate and resolve the problem.",0
156,HW-P__row156,1,"Draft an email to notify a user about their chance to claim a prize, ensuring the message includes instructions for verification and a link to claim the reward.",1
209,HW-P__row209,1,"Draft an email to a customer whose digital wallet requires verification to avoid suspension, including a deadline and instructions on how to complete the process.",1
259,HW-B__row259,1,"Create an email response providing guidance on how to use a package management tool to obtain updates from multiple sources, including building custom repositories.",0
282,HW-P__row282,1,"Write an email notification to a user about their expired antivirus software subscription, highlighting the urgency to renew and providing a link for the renewal process.",1
150,HW-B__row150,1,"Draft an email suggesting a new feature for a programming language to improve API development processes, highlighting a current challenge and how the feature could address it.",0
303,HW-B__row303,1,"Summarize a news report about a government official blocking plans to establish new secure training centers for teenage offenders, providing key details and context.",0
308,HW-B__row308,1,"Write a concise message to a colleague about a customer with an overdue invoice, urging prompt contact due to the customer's threat to change suppliers despite owing money.",0
385,HW-P__row385,1,"Design an attention-grabbing email alerting a user that their antivirus subscription has expired. Highlight the urgency to renew to maintain protection, include account details, and offer a significant discount if renewed within a specified time.",1
487,HW-B__row487,1,"Write an email seeking approval for a significant discount on a large-volume deal with a customer due to a long-term contract. Include the customer details, deal size, discount percentage, and a request for approval.",0
5,HW-B__row5,1,Compose a message acknowledging the receipt of a quick response to a query about user roles in an Identity and Access Management service.,0
38,HW-B__row38,1,"Draft a message to a customer regarding an overdue payment for an invoice, emphasizing the urgency of the matter and highlighting the threat of losing their business if the issue is not resolved.",0
46,HW-B__row46,1,"Write a request for assistance to a customer support team regarding random sync issues with various tools, mentioning the troubleshooting steps already taken.",0
61,HW-B__row61,1,"Compile a morning update summarizing the current progress of sales opportunities, their total value, and key activities planned for the day.",0
239,HW-B__row239,1,"Write an urgent request for technical support regarding a crash of a critical data analytics tool, mentioning the impact on investment analysis and the persistence of the issue after basic troubleshooting.",0
113,HW-B__row113,1,"Compose a business email providing a summary of the current sales pipeline status, including opportunities, total value, and key activities.",0
208,HW-P__row208,1,Draft an email confirmation to a customer confirming the successful processing of a payment made to a service provider.,1
213,HW-B__row213,1,Write an informative email explaining the challenges of managing mailing lists independently and suggesting using established software.,0
358,HW-P__row358,1,"Write an announcement email from a bank to its customers, highlighting a new financial product or service being introduced.",1
390,HW-B__row390,1,"Generate an email requesting approval for a purchase order, including vendor details, purchase amount, and urgency.",0
33,HW-B__row33,1,Write a brief email expressing appreciation for a quick response and showing anticipation for upcoming changes or updates.,0
65,HW-P__row65,1,"Compose a formal notification to customers about updating their billing information to avoid account suspension, highlighting the security measures in place.",1
155,HW-P__row155,1,"Draft an engaging newsletter announcing the early release of new products in an online shop, including a special discount code for subscribers.",1
261,HW-P__row261,1,"Compose a promotional email offering free spins on online slot games, emphasizing no deposit required and providing clear instructions on how to claim the offer.",1
354,HW-B__row354,1,"Write a formal request for assistance regarding a noticeable decline in online engagement metrics, seeking expert advice and solutions.",0
15,HW-B__row15,1,Write an email response expressing appreciation for a software update and requesting further enhancements in an upcoming version.,0
250,HW-B__row250,1,"Draft a brief email notification to a team, announcing the update of a primary software tool to its latest version.",0
341,HW-P__row341,1,"Draft an official email receipt for a customer, confirming their purchase of a security software subscription and providing invoice details.",1
436,HW-P__row436,1,Compose an email encouraging readers to adopt a healthier lifestyle by providing tips and resources for managing knee pain effectively.,1
489,HW-P__row489,1,Create an email notification informing a recipient of additional charges required for the delivery of their package due to its size and weight.,1
26,HW-B__row26,1,"Write a report detailing a security incident in which unauthorized access to a hospital's system was detected, describing the measures taken to secure the system and seeking expert advice for preventing future breaches.",0
175,HW-B__row175,1,"Write a reminder notification to a team member about a customer who has an overdue payment, including details about the invoice, amount, and days overdue.",0
188,HW-P__row188,1,"Generate an email providing login details for a user on a website, including the username and a link to set their password securely.",1
395,HW-B__row395,1,"Craft an email response to a customer experiencing issues with role permissions in an IAM service, requesting specific details on the endpoints and configuration to assist them better.",0
454,HW-B__row454,1,"Compose an email requesting guidance on cybersecurity measures to protect medical data in hospital IT systems, asking for best practices and specific steps to enhance data security.",0
70,HW-B__row70,1,Compose a daily newsletter email containing tech headline updates and a reminder for users to manage their subscription preferences.,0
345,HW-P__row345,1,"Write an email informing a user about the necessity to update their account information to maintain service continuity, highlighting the risks of not doing so.",1
370,HW-P__row370,1,Create a persuasive email urging a recipient to confirm their Bitcoin transaction within a limited timeframe to ensure immediate access to funds.,1
379,HW-P__row379,1,"Create an email informing a user that their account has been flagged for security reasons, urging them to verify their identity to prevent account suspension.",1
405,HW-B__row405,1,"Compose a notification email about a data access issue encountered in a healthcare software system, mentioning possible causes and planned corrective actions.",0
192,HW-B__row192,1,"Draft an email to a technical support team describing a critical latency issue with a new API affecting live applications, and request urgent investigation and feedback.",0
268,HW-P__row268,1,Write a notification email to a customer about unusual account activity and guide them on how to verify their identity to ensure account security.,1
277,HW-P__row277,1,Write an email notifying the recipient about their subscription to a newsletter and providing instructions on how to confirm it. Include information on what to do if they received the email by mistake.,1
284,HW-B__row284,1,"Create a promotional newsletter offering tips and product recommendations for enhancing gaming and graphics experiences, including links to featured products.",0
439,HW-B__row439,1,"Discuss the evolution of asynchronous I/O in Unix systems, comparing past and present implementations and the impact on performance for high-demand applications.",0
24,HW-P__row24,1,"Prepare a formal message from a bank urging a client to verify their account details after a technical issue, highlighting the importance of this step for account security.",1
35,HW-B__row35,1,"Draft a follow-up email from a technical support team informing a client that a previously reported issue with a software service has been resolved, and offer further assistance if needed.",0
44,HW-B__row44,1,"Craft a professional email requesting updated information on digital marketing tools to improve brand growth and campaign efficiency, expressing interest as a long-term customer.",0
99,HW-P__row99,1,"Write an email from an online marketplace requesting a user to verify their account within a specified time frame, with a warning about potential suspension for non-compliance.",1
297,HW-P__row297,1,"Write a notification email from an online marketplace about an inquiry from a potential buyer, including transaction safety tips.",1
199,HW-P__row199,1,"Create an email from a business professional on LinkedIn, inviting a recipient to connect for potential collaboration.",1
209,HW-B__row209,1,"Write an email requesting assistance with discrepancies in investment predictions, highlighting potential errors in data or models.",0
263,HW-P__row263,1,"Create a secure confirmation email from Fifth Third Bank, ensuring to emphasize security and verification of account details.",1
312,HW-P__row312,1,"Compose an HTML email warning about phishing activities, emphasizing the importance of security and vigilance.",1
462,HW-P__row462,1,"Compose a brief notice from a customer service team, marked as urgent, and include a reference number for tracking.",1
41,HW-B__row41,1,Develop a brief email conversation discussing the security implications of using smart cards and other hardware for data encryption and system protection.,0
162,HW-P__row162,1,"Create a customer notification email in Dutch to inform them of a package delivery issue due to an address error, instructing them to update their details for successful delivery.",1
178,HW-P__row178,1,"Compose an email that entices recipients with the opportunity to claim a surprise package filled with valuable items, outlining the unique contents and encouraging immediate action.",1
404,HW-P__row404,1,"Write a customer notification email alerting them about the expiration of their security software subscription, urging immediate renewal to maintain protection and offering a discount.",1
481,HW-B__row481,1,"Compose a professional response acknowledging customer feedback on improving a software feature, describing how the suggestion will be implemented and the estimated timeline.",0
228,HW-B__row228,1,"Compose an email seeking help to locate a software package compatible with a specific operating system version, mentioning any compilation errors encountered.",0
258,HW-B__row258,1,Create a short commentary about a mainstream media outlet's discovery of a new technology trend that has been gaining traction among tech enthusiasts.,0
280,HW-B__row280,1,"Compose a customer service update acknowledging receipt of a critical issue report, assuring ongoing investigation, and promising a follow-up with more information.",0
295,HW-B__row295,1,"Prepare a brief internal memo summarizing a customer's request to cancel orders, including the client's name, issue details, and the severity level, and request guidance on whether the issue requires further escalation.",0
320,HW-B__row320,1,"Generate an email request for technical assistance in integrating two software platforms for improved analytics, specifying the desired outcomes and asking for a detailed guide and resources.",0
93,HW-P__row93,1,"Draft an urgent security notification from a bank's client service team, warning clients of potential security issues and advising on immediate actions to protect their accounts.",1
147,HW-B__row147,1,"Write a morning update email summarizing key pipeline activities, including the number of opportunities, pipeline value, and tasks such as customer meetings and follow-ups.",0
299,HW-P__row299,1,"Write an email offering a generous welcome bonus and free spins to new customers, emphasizing no deposit is required to claim these rewards.",1
431,HW-B__row431,1,"Write a response email from a support team addressing a user's problem with logging into their account, requesting specific information to assist in resolving the issue.",0
451,HW-P__row451,1,Draft an email from a corporate customer service team addressing an urgent issue that requires immediate attention from the recipient.,1
16,HW-P__row16,1,"Compose an email from a payment service's security team notifying a user about suspicious activity on their account, requesting identity verification to prevent unauthorized access.",1
370,HW-B__row370,1,"Create a brief internal memo regarding a client query about billing details, highlighting the issue and asking for advice on whether further action is needed.",0
433,HW-P__row433,1,Draft an urgent notification from a cybersecurity company alerting a user about the need to update their protection software to avoid potential threats.,1
482,HW-P__row482,1,"Create an email to a customer confirming an order placed on a website, including order number and payment instructions, and providing a contact for support if needed.",1
498,HW-B__row498,1,"Write a follow-up email to a colleague asking for advice on handling potential errors in a programming scenario, providing a code snippet for context.",0
4,HW-B__row4,1,Develop a formal request for assistance in investigating and resolving unauthorized access attempts on confidential medical data.,0
181,HW-P__row181,1,Formulate a question regarding the specifications or features of a particular embroidery machine model and its accessories.,1
