Subject,Body,label,data_source,original_subject,original_body,original_data_source,row_number,prompt_kind,prompt_rounds,model,token_estimate,skipped,skip_reason
Important Notice Regarding Suspicious Email,"It has come to our attention that there is a phishing email circulating, originating from a non-Cornell account. The sender may try to appear as ""eDocs||cornell <[user]@chem.kyushu-univ.jp>"". Please be cautious and do not scan the QR code or contact the sender. The QR code in the email leads to a fake login page. If you have already entered your credentials on the page, we recommend changing your NetID password immediately at https://netid.cornell.edu. Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Review and sign,"This phish typically originates from a non-Cornell account. The sender may appear as ""eDocs||cornell <[user]@chem.kyushu-univ.jp>"". Do not scan the QR code nor contact the sender. The QR code directs to a fake login page. If you entered your credentials into the page, change your NetID password immediately at  https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,59,adversarial,1,gpt-3.5-turbo,91,false,
Missed voicemail,Attachment: Please find transcription for missed voicemail,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,You missed a VM | Transcription Available Play_Now 02min57secs__3pm| Tuesday-September-2023 [Time] [AM/PM],"[Blank message body, has a .htm attachment typically named ATT0000#.htm]",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,60,adversarial,1,gpt-3.5-turbo,54,false,
Important Information regarding Email Scam,"Hello,

We want to inform you about a recent email scam that you need to be aware of. The scam usually comes from an email address that is not associated with Cornell University, such as ""Professor [Spoofed Name] <[user]@gmail.com>"". The sender pretends to be a faculty member or someone in university leadership. Please do not respond to these emails. The scammer's intention is to trick the recipient into buying gift cards.

Thank you for your attention to this matter.

Sincerely, [Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Urgent Needed,"This phish typically originates from a non-Cornell email address. The sender may appear as ""Professor [Spoofed Name] <[user]@gmail.com>"" and impersonates a faculty member or member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the victim into purchasing gift cards.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,61,adversarial,1,gpt-3.5-turbo,76,false,
Important Information Regarding Phishing Scams,"Dear all,

We want to alert you to a recent phishing scam that may come from a non-Cornell email address, with the sender appearing as ""[Spoofed Name] <[user]@gmail.com>"". The sender may impersonate a university leader in an attempt to deceive recipients. Please refrain from contacting the sender, as their goal is usually to trick individuals into buying gift cards.

Thank you for your attention to this matter.

Best regards,
[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,TASK,"This phish typically originates from a non-Cornell email address. The sender may appear as ""[Spoofed Name] <[user]@gmail.com>"". The sender typically impersonates a member of university leadership. Do not contact the sender. The scammer's goal is typically to coerce the victim into purchasing gift cards.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,62,adversarial,1,gpt-3.5-turbo,70,false,
Action Required: Review and Update Your Multi-Factor Authentication Settings,"Dear [Name or NetID],

It is important to review and verify your Multi-Factor Authentication settings for security purposes. Please follow the steps below to ensure your account is secure:

1. Use your smartphone camera to scan the code provided below.
2. Review and update your Multi-Factor Authentication settings as needed.

Thank you for your attention to this matter.

Regards,

[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Dear [name or netid], kindly re-authenticate your 2FA settings | Sun, October 8, 2023","Setting up Microsoft's Multi-Factor Authentication (2FA).

Please review your Multi-Factor Authentication (2FA) settings. Follow the steps below to conduct a review and verification.

Use your smartphone camera to scan the code below to review your Multi-Factor

Authentication (2FA) settings.

CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.

CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message. CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message.CONFIDENTIALITY NOTICE: This e-mail, including all attachments, is for the sole use of the intended recipient(s) and/or may contain confidential information. Any unauthorized review, use, disclosure, alterations, or distribution is strictly prohibited and may violate state or federal Law. If you are not the intended recipient, please contact the sender by reply e-mail, delete this e-mail, and destroy all copies of the message./div>",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,63,adversarial,1,gpt-3.5-turbo,940,false,
"Important Update Regarding Document [Number] - November 24, 2023","Please be cautious of an email you may receive with the subject line mentioning a document number. This email may come from a non-Cornell account and the sender may be disguised as ""Cornell via E-Doc <[user]@icloud.com>"". If you see a QR code in the email, do not scan it as it directs to a fake login page. We advise against replying to the sender as well. In case you have already entered your information on the linked page, please change your NetID password immediately on the official Cornell website: https://netid.cornell.edu.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Document Revised: [Number], -November 24, 2023","The number in the subject of this phish may vary. This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via E-Doc <[user]@icloud.com>"". The QR code within directs to a fake login page. Do not scan the QR code nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at  https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,64,adversarial,1,gpt-3.5-turbo,113,false,
Invitation to View Billing Summary Note,"Dear [Recipient],

You have been invited to view a note titled ""Billing Summary"" which contains details regarding your recent payment for the Zoom Business Pro Plan. The payment of $312.00 was successfully completed and a corresponding invoice (ZBP44102) was generated. The transaction was processed via PayPal.

If you did not authorize this charge, please contact us at +1(810)-228-1315. You can also verify this transaction in your Zoom billing section.

Please click the link below to view the note:

[Open Note]

Best regards,
Zoom",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Note shared with you: Billing Summary,"Billing Summary has invited you to view the following note:

Billing Summary

""Your payment of $312
.00 for Zoom Business Pro Plan
has been successfully completed
. Invoice
: ZBP44102
.
Transaction processed via PayPal
.
Powered by Zoom
.
If you did not authorize this charge, call
+1(810)-228-1315
.
You may verify this transaction in your Zoom billing section
.""

Open Note

Best,
Zoom",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,65,adversarial,1,gpt-3.5-turbo,104,false,
Important Information Regarding Phishing Attempts,"We have noticed that several phishing emails have been circulating, originating from non-Cornell accounts. These emails may come from addresses like ""[Spoofed Name] <[user]@gmail.com>"" or ""[Spoofed Name] <[user]@internet.ru>"". The sender may pretend to be a lab's principal investigator or another university leader. The content of the message may differ, but the goal is usually to trick recipients into buying gift cards. Please refrain from responding to these emails. Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Urgent request,"This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] <[user]@gmail.com>"" or ""[Spoofed Name] <[user]@internet.ru>""and may impersonate a lab's principal investigator or other member of university leadership. The message may vary. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,66,adversarial,1,gpt-3.5-turbo,97,false,
Alert: Possible phishing attempt related to donation of baby grand piano,"Please be cautious of emails from non-Cornell accounts pretending to be from Cornell University employees, such as those appearing as ""[Spoofed Name] <[user]@gmail.com>"". Avoid responding to these emails or contacting any email address provided in the message. Thank you.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Baby grand piano donation,"This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] <[user]@gmail.com>"" and impersonates a Cornell University employee. Do not reply to the sender nor contact the email address in the body of the email.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,67,adversarial,1,gpt-3.5-turbo,65,false,
"Important Message Regarding Phishing Scam at Cornell - Monday, Feb 05, 2024","We wanted to make you aware of a recent phishing attempt that has been reported at Cornell University. The email usually comes from a non-Cornell account, with the sender appearing as ""No-Reply cornell.edu <[user]@tzeconomics.com>"". This email contains a link to a fake login page. If you have unknowingly entered your login credentials into this page, we strongly advise you to change your NetID password immediately by visiting  https://netid.cornell.edu. Thank you for staying vigilant and helping us keep our community safe.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"General Activate Cornell-Monday, Feb 05, 2024","This phish typically originates from a non-Cornell account. The sender may appear as ""No-Reply cornell.edu <[user]@tzeconomics.com>"". The link within directs to a fake login page. If you entered your credentials into the page, change your NetID password immediately at  https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,68,adversarial,1,gpt-3.5-turbo,88,false,
"Notification regarding your Cornell authenticator adjustment - Friday, September 22, 2023",,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"(Notice [NetID]) | Your Cornell (Authenticator-Adjustment) | Fri, September 22, 2023","(Notice [NetID]) | Your Cornell (Authenticator-Adjustment) | Fri, September 22, 2023",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,69,adversarial,1,gpt-3.5-turbo,55,false,
Important Update from Cornell University,,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Cornell University Notification,Cornell University Notification,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,70,adversarial,1,gpt-3.5-turbo,10,false,
Important: Shared Company Payroll Amendment Document,"Hello,

You have been sent a shared folder titled ""Company Payroll Amendment - taxsheet report 11/01/2023"" from a non-Cornell account. Please be cautious as the sender may appear as ""[Spoofed Name] <[user]@nbncnwcdc.org>"". Do not engage with the sender or click on any links provided in the email. If you accidentally entered your login credentials, we advise you to change your NetID password immediately at https://netid.cornell.edu for security purposes.

Thank you for your attention to this matter.

Best regards,",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"[Spoofed Name] shared the folder ""Company Payroll Amendment - taxsheet report 11/01/2023"" with you","This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] <[user]@nbncnwcdc.org>"". Do not reply to the sender nor click the link. The link directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,71,adversarial,1,gpt-3.5-turbo,110,false,
Important Security Notice: Compromised Email Account,"It has come to our attention that a Cornell email account has been compromised. As a precaution, please do not click on any links included in emails from this account. If you have clicked on any links, we recommend changing your password immediately to secure your account. Please note that this email is not a valid offer of employment. Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,VIRTUAL PERSONNEL ASSITANT!!!,"This phish originates from a compromised Cornell email account.  Do not click the link.  If you clicked on the link contained within the email, please change your password immediately.
This is not a valid offer of employment.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,72,adversarial,1,gpt-3.5-turbo,55,false,
Reminder to Update Your Cornell Account Information,,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Action required,All Students and members of Staff are to update their Cornell-Account before the deadline.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,73,adversarial,1,gpt-3.5-turbo,22,false,
Important: School Portal Login Credentials,Please be aware that there is a phishing attempt coming from a compromised Cornell Email account under the name Haruka Kido. Do not click on any links in the email or respond to the sender.,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Urgent: Action Required - School Portal Login Credentials,"This Phish originates from a compromised Cornell Email account: Haruka Kido < hmk63(@)cornell.edu >
Do not click the link contained within or respond to the sender.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,74,adversarial,1,gpt-3.5-turbo,51,false,
Urgent: Email De-activation Request,"Hello,

Please be aware of a phishing email that appears to be sent from ""airbubble@t-online.de"". The email contains a link to a fake ""email verification"" form. Do not click on the link or respond to the sender. If you have already entered your credentials on the linked page, please change your NetID password immediately at https://netid.cornell.edu.

Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Microsoft IT Support case ID: Email De-activation Request,"This phish typically originates from a non-Cornell address. The sender may appear as ""airbubble@t-online.de <AIRBUBBLE@t-online.de>"". The link within directs to a fake ""email verification"" form. Do not follow the link nor contact the sender. If you entered your credentials into the linked page, change your NetID password immediately at https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,75,adversarial,1,gpt-3.5-turbo,98,false,
VM_Log Transcript for 2025-07-15,"Hello,

Just wanted to inform you that a VM_Log Transcript for 2025-07-15 has been sent to you. Please review at your earliest convenience.

Thank you.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,You've Received A VM_Log Transcript on 2025-07-15 at {Time},You've Received A VM_Log Transcript on 2025-07-15 at {Time},generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,76,adversarial,1,gpt-3.5-turbo,40,false,
Attention Required: 2-Factor Authentication Re-verification Needed,"Dear [netid]@cornell.edu,

Please be advised that a re-authentication for your 2-factor authentication is required on Monday, September, 2023 at [Time] [AM/PM]. Kindly take action promptly to ensure uninterrupted access to your account.

Thank you for your cooperation.

Sincerely,
[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Re-authenticate 2 Factor Authentication (2Fa) | Monday-September-2023 [Time] [AM/PM] for [netid]@cornell.edu,Re-authenticate 2 Factor Authentication (2Fa) | Monday-September-2023 [Time] [AM/PM] for [netid]@cornell.edu,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,77,adversarial,1,gpt-3.5-turbo,73,false,
Remote Job Opportunity for Undergraduate Students and Alumni,"Dear Students,

The Office of Job Placement and Student Services at Cornell University is excited to announce a remote job opportunity for undergraduate students. We are looking to hire interns to help cover expenses while working from home or on campus. This position requires 1 hour per day, 7 hours per week, with a weekly pay of $350.

This is a flexible opportunity where you can choose your working hours. Tasks can be completed at your convenience. We are also conducting research that requires the services of students from any department.

If you are interested, please email Professor [Spoofed Name] at {[username]@gmail.com} with your full name, email, department, and year of study. Please note that slots are limited and will be filled on a first come, first serve basis.

Thank you,

[Spoofed Name]
Student Services Recruitment Specialist
Cornell University",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,UNDERGRADUATE AND ALUMNI REMOTE JOB OFFEER,"FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES - CORNELL

UNIVERSITY

In reference to the above subject

The Cornell State University will be hiring undergraduate students this

week as Interns for a remote position. The aim of this position is to

help struggling students cover expenses incurred here on campus. Tasks

can be carried out at leisure, taking at most 1 hour per day, 7 hours a

week with a weekly pay of $350 as compensation for services rendered.

It is a Flexible Opportunity where you will determine your working time.

Since this is a ""Remote"" Position, tasks can be carried out from home or

on campus. We are currently working on a Research that would require the

services of Students (Graduate/Undergraduate) of any Department of the

Institution to Obtain a Remote Position in this Research. Interested

students, Kindly contact Professor [Spoofed Name] via mail at

{[username]@gmail.com} stating your full name, email, department

and year of study regarding the job description and further application

requirements.

Please Note: Slots are Limited and Consideration will be given on a

first come first serve basis.

[Spoofed Name],

The Student Services Recruitment Specialist,

Cornell State University.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,78,adversarial,1,gpt-3.5-turbo,281,false,
Beware of Job Scams Regarding Student Remote Assistant Position,"Please be cautious of potential job scams related to a student remote assistant position. These scams often come from non-Cornell accounts and may have senders with suspicious email addresses like ""<[user]@optopnline.net>"". It is important not to engage with the sender or respond to the email address provided. Remember to review the tips provided in the 'Beware of Job and Internship Scams' guide from Career Services. Thank you.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,STUDENT REMOTE ASSISTANT POSITION,"This phish typically originates from a non-Cornell account. The sender may appear as ""<[user]@optopnline.net>"". The subject and exact body text may vary. Do not reply to the sender nor contact the email address within the body of the email. This is not a legitimate offer for employment. See  Beware of Job and Internship Scams  from Career Services.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,79,adversarial,1,gpt-3.5-turbo,92,false,
Administrative Assistant/Coordinator Position Available,"Hello,

The Centre for Disability Services Council (CDS) is currently seeking to fill a full-time administrative assistant/coordinator position, which can start as soon as possible. This opportunity is ideal for individuals completing their registered internship experience or any qualified students looking to gain valuable experience during the academic year.

The position is virtual and does not require any travel, making it easy to combine with other commitments. It entails 6 hours of work per day, 4 times weekly, with a compensation of $620.00. This role involves assisting in purchasing teaching materials for teachers and students in disability centers.

You will be working closely with Dr. [NAME], who recently relocated to Canada, creating an urgent need to fill this position. Dr. [NAME] will personally provide training for the selected candidate.

To apply for this position, please email your details using your alternate email address (different from your school email) to Dr. [NAME] at [email address]. Include your full name, current residential address, alternate email, and cell phone number in your email.

Thank you for considering this opportunity.

Best regards,
[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Admin Assistant/Coordinator,"From: [NAME]
Subject: Admin Assistant/Coordinator
To:

March 10, 2023

The Centre for Disability Services Council (CDS) is looking to fill a position that would start anytime between now and next week. This position is full time and would be a great opportunity for someone in their registered internship experience or any qualified students during the academic year, because the director is a qualified supervisor.
This is a virtual position which does not require you to travel and can be combined with any other jobs that you may have at hand and this employment only takes 6 hours a day and 4 times weekly for $620.00 which will definitely go a long way helping you during your academic year. This is a very simple job that allows you to learn how to purchase teaching materials for the teachers and students in disability centres.
You will be working with Dr. [NAME], who has just been transferred to Canada which is the reason for this employment opportunity urgency.
You would be trained by Dr. [NAME] herself.

To be considered for this position, use your ""alternate email (different from school email)"" to contact your employer directly by sending an email with your details as follows:

Full name,
Current Residential Address,
Alternate email (different from school email)
Cell #.

To:

Dr. [NAME]
<[email address]>",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,80,adversarial,1,gpt-3.5-turbo,276,false,
Account Verification for Your Recent Purchase,"Dear Customer,

Thank you for verifying your email account associated with the purchase of Windows Defender for (495.99USD). If you did not make this purchase, please contact Microsoft Customer Support at 1(831)243-9663 immediately.

Your verification code is: 836620

Thank you,

Microsoft Customer Support",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Your order of Windows Defender for (𝟒𝟗𝟓.𝟗𝟗𝐔𝐒𝐃) was successfully purchased.If this purchase was not made by you, please contact Microsoft Customer Support Immediately at 1(831)243-9663. account email verification code","Verify your email address

Thanks for verifying your Bill@shgschoolo.onmicrosoft.com account!

Your code is: 836620

Sincerely,

Your order of Windows Defender for ( 𝟒𝟗𝟓 . 𝟗𝟗𝐔𝐒𝐃 ) was successfully purchased.If this purchase was not made by you, please contact Microsoft Customer Support Immediately at 1(831)243-9663.

Microsoft Corporation | One Microsoft Way Redmond, WA 98052-6399

This message was sent from an unmonitored email address. Please do not reply to this message.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,81,adversarial,1,gpt-3.5-turbo,202,false,
Access Your Year End Forms,"Dear [Name],

Your year end forms are now available on the Cornell University payroll portal. You can login to access them by clicking on the following link: https://payroll.corp-internal.com/

Thank you for your attention to this matter.

Please note that this email contains confidential information and is intended only for [NetID]@cornell.edu. If you have received this message in error, please delete it from your system. Also, please ensure to check for any viruses in this email and its attachments.

Thank you.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Your Statement is Ready,"Please note that this message is sent as part of an official University-wide phishing simulation.

From: Payroll Services (payroll.services@corp-internal.com)

Dear [Name],

Your year end forms are available on Cornell University's payroll portal now and can be accessed. Please login [link begins: ""https://payroll.corp-internal.com/""] here.

Thank you!

This message contains confidential information and is intended only for [NetID]@cornell.edu. If you are not the named addressee you should not disseminate, distribute or copy this e-mail. If you have received this e-mail by mistake please delete it from your system. Finally, the recipient should check this email and any attachments for the presence of viruses.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,82,adversarial,1,gpt-3.5-turbo,158,false,
Important Information Regarding Potential Job Scams,"Please be cautious of emails with subject lines related to ""Research Assistant Position Openings"", ""Research Assistant Opportunities for Students"", or ""Graduate/Undergraduate Research Assistant Opportunities"". These emails may come from non-Cornell accounts, with the sender appearing as ""[Spoofed Name] <[user]@gmail.com>"".

It is important to note that these emails are not legitimate offers for employment. Please do not contact the sender. For more information on how to identify and avoid job and internship scams, please refer to the Beware of Job and Internship Scams resource from Cornell Career Services.

Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Subject varies: ""Research Assistant Position Openings"", ""Research Assistant Opportunities for Students"", ""Graduate/Undergraduate Research Assistant Opportunities""","This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] <[user]@gmail.com>"". Do not contact the sender. This is not a legitimate offer for employment. See Beware of Job and Internship Scams from Cornell Career Services.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,83,adversarial,1,gpt-3.5-turbo,91,false,
Remote Internship Opportunity for Students,"Dear Undergraduate and Graduate Students,

The Department of History is pleased to offer a remote internship opportunity through the Office of Job Placement and Student Services. This position is open to all interested and qualified students.

Position: Remote Intern or Assistant
Department: All Departments

Qualifications:
- Must be currently enrolled as an undergraduate or graduate student at any Faculty.
- Access to a computer and stable internet connection.

Responsibilities:
- Assist faculty and staff in various departments with research tasks.
- Conduct experiments and literature reviews under their guidance.
- Maintain communication through online platforms and participate in virtual meetings.

Compensation:
Selected students will receive a weekly pay of $800.00, disbursed at the end of each week. Applicants will attend an online orientation session upon selection.

How to Apply:
Please contact the Head of Department in History via WhatsApp at +1 (415) 533-0075 with your full name, year of study, department, and alternate email address. Applications will be considered on a first-come, first-served basis.

We welcome applications from students of all fields, nationalities, and citizenship statuses.

Thank you for considering this opportunity. We look forward to receiving your application.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Remote Intern or Assistant,"Attention Undergraduate and Graduate Students,

The Department of History  is excited to offer a remote internship job opportunity through the Office of Job Placement and Student Services. The job is open to all interested and qualified students.

Position: Remote Intern or Assistant

Department: All Departments

Qualifications:
- Currently enrolled as an undergraduate or graduate student at any Faculty.
- Must have access to a computer and a stable internet connection.

Responsibilities:
- Assist faculty and staff in various departments with research tasks.
- Conduct experiments and literature reviews under their guidance.
- Maintain regular communication through online platforms and actively participate in virtual meetings.

Compensation:
Selected Students will receive a weekly pay of $800.00 disbursed at the end of each week. Upon selection, applicants will receive a notification email and must attend an online orientation session before starting work.

How to Apply:
Please text Head Of Department In history through  WhatsApp at +1 (415) 533-0075  with the following details: your full name, year of study, department, and alternate email address. applications will be considered on a first-come, first-served basis.

We welcome applications from students of all fields, nationalities, and citizenship statuses.

We hope to receive your applications soon.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,84,adversarial,1,gpt-3.5-turbo,258,false,
Reference No. 1110025794 Update,,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Important_ Reference No. 1110025794_ Completed Message,Important_ Reference No. 1110025794_ Completed Message,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,85,adversarial,1,gpt-3.5-turbo,29,false,
Important Update for [netid]@cornell.edu,"Dear [netid],

We kindly request your immediate attention to an important update required for your [netid]@cornell.edu email account. Please take a moment to address this matter promptly.

Thank you for your cooperation.

Sincerely,
[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Action required for [netid]@cornell.edu,Action required for [netid]@cornell.edu,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,86,adversarial,1,gpt-3.5-turbo,25,false,
Important Information about Account Closure,"Hello,

I wanted to make you aware of a potential scam involving account closure requests. This often comes from a non-Cornell email address, such as ""[user]@oeroupdater.online"". The sender may also use .shop or .online domains. Please be cautious and do not reply to the sender or contact any phone numbers provided in the email. The scammer's intention is usually to trick the recipient into giving remote access to their computer.

Thank you for your attention to this matter.

Best regards.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Regarding Your Request for Account Closure,"This phish typically originates from a non-Cornell address. The sender may appear as ""Service Request | Account Deletion <[user]@oeroupdater.online>"" or may use other .shop or .online domains. Do not contact the phone number within the email nor reply to the sender. The scammer's goal is typically to coerce the victim into granting remote access to their computer.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,87,adversarial,1,gpt-3.5-turbo,90,false,
